Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Samuel Adams Hazel BrownBoston Beer Company (Samuel Adams),320,Brown Ale - American,9,Boston Beer Company (Samuel Adams),5.2,3.61,25,45,13,55,9,28,64,2,0,7,29,16,153
Rocky's Revenge Bourbon Brown,321,Brown Ale - American,9,Tyranena Brewing Company,6,3.74,25,45,9,59,46,18,60,0,0,5,16,19,128
Brekle's Brown,322,Brown Ale - American,9,Anchor Brewing Company,6,3.71,25,45,21,49,7,61,60,29,0,42,64,0,82
Bitch Creek American Brown Ale,323,Brown Ale - American,9,Grand Teton Brewing Co,6,3.76,25,45,15,67,20,95,54,28,0,23,98,4,103
Bellaire Brown Ale,324,Brown Ale - American,9,Short's Brewing Company,7,3.82,25,45,11,63,10,24,72,5,0,11,22,4,118
George,325,Brown Ale - American,9,Hill Farmstead Brewery,6,4.13,25,45,14,68,5,66,58,16,0,19,67,7,133
Dirty Little Freak,326,Brown Ale - American,9,DuClaw Brewing Company,5.8,3.75,25,45,5,86,11,22,80,1,0,59,13,25,104
Brown Ale,327,Brown Ale - American,9,The Duck-Rabbit Craft Brewery,5.6,3.73,25,45,15,71,11,93,47,12,1,13,97,10,99
Board Meeting,328,Brown Ale - American,9,Port Brewing,8,4.17,25,45,10,100,20,90,85,9,0,17,36,11,142
Humboldt Brown (Ale Brewed With Hemp),329,Brown Ale - American,9,Humboldt Brewing Co,5.7,3.49,25,45,6,50,2,32,43,9,0,11,32,4,96
Dos Perros,330,Brown Ale - American,9,Yazoo Brewing Company,4.9,3.65,25,45,12,52,1,29,56,4,2,5,25,8,127
Imperial Nut Brown Ale,331,Brown Ale - American,9,Tommyknocker Brewery,9,3.75,25,45,12,60,40,60,131,16,0,25,44,4,167
Okie,332,Brown Ale - American,9,Prairie Artisan Ales,12,4.14,25,45,5,82,88,22,105,15,0,20,16,34,125
Peter Brown Tribute Ale,333,Brown Ale - American,9,Bear Republic Brewing Co,6.3,3.89,25,45,11,62,14,67,97,9,0,15,49,15,137
Underground Mountain Brown,334,Brown Ale - American,9,Founders Brewing Company,11.9,4.36,25,45,6,80,77,79,57,4,0,5,19,26,177
Good Humans Ale (Dry Hopped Double Brown Ale),335,Brown Ale - American,9,Short's Brewing Company,9.15,3.83,25,45,16,59,20,65,65,24,0,26,90,8,117
Decadent Dark Chocolate Ale,336,Brown Ale - American,9,Atwater Brewery,4.5,3.74,25,45,12,123,15,21,95,4,0,1,4,26,116
Sweet Josie Brown Ale,337,Brown Ale - American,9,Lonerider Brewing Company,6.1,3.8,25,45,8,57,7,29,76,6,0,9,23,3,103
No Crusts,338,Brown Ale - American,9,Funky Buddha Brewery,6,4.2,25,45,20,77,8,17,96,26,3,68,36,1,148
Bravo 2017,339,Brown Ale - American,9,Firestone Walker Brewing Co,13.2,4.29,25,45,7,38,45,20,71,16,2,22,15,20,95
Festivity Ale,340,Brown Ale - American,9,Goose Island Beer Co,7.7,3.66,25,45,12,50,23,28,100,27,0,60,28,28,90
Flashback Ale,341,Brown Ale - American,9,Boulder Beer / Wilderness Pub,6.8,3.78,25,45,17,74,15,98,48,31,2,30,122,17,118
French Toast,342,Brown Ale - American,9,Funky Buddha Brewery,8.8,4.33,25,45,9,51,18,7,140,7,0,1,4,69,113
He'Brew Messiah Nut Brown Ale,343,Brown Ale - American,9,Shmaltz Brewing Company,5.2,3.6,25,45,5,36,4,30,57,14,0,13,30,8,103
Snow Roller,344,Brown Ale - American,9,Magic Hat Brewing Company,6.2,3.46,25,45,14,44,7,56,45,8,0,11,75,5,84
Cacao Bender,345,Brown Ale - American,9,Surly Brewing Company,5.1,4.31,25,45,12,77,6,115,44,4,0,1,15,26,148
Coffee Okie,346,Brown Ale - American,9,Prairie Artisan Ales,13,4.29,25,45,8,73,84,69,79,3,0,9,7,23,174
Sick Day,347,Brown Ale - American,9,Long Trail Brewing Co,6.8,3.61,25,45,13,38,25,70,33,20,2,20,95,10,74
Madtown Nutbrown,348,Brown Ale - American,9,Ale Asylum,5.5,3.7,25,45,9,86,3,24,61,9,0,8,31,1,121
Hash Brown,349,Brown Ale - American,9,SweetWater Brewing Company,6.2,3.87,25,45,17,66,8,105,57,42,0,50,148,14,112
Over Ale,350,Brown Ale - American,9,Half Acre Beer Company,6,3.83,25,45,17,66,6,59,56,10,0,12,80,4,113
Leffe Brune / Brown,351,Brown Ale - Belgian Dark,10,Abbaye de Leffe SA,6.5,3.82,15,25,11,57,21,26,98,18,0,41,24,31,125
Noire De Chambly / Chambly Noire,352,Brown Ale - Belgian Dark,10,Unibroue,6.2,3.72,15,25,15,45,25,18,89,61,0,76,22,66,58
Belgian Freeze Belgian Style Winter Ale,353,Brown Ale - Belgian Dark,10,River Horse Brewing Co,8,3.61,15,25,7,29,31,18,82,36,1,52,20,16,38
Cold Front,354,Brown Ale - Belgian Dark,10,Ithaca Beer Company,7.2,3.66,15,25,16,44,25,24,82,43,0,55,28,31,67
Grottenbier,355,Brown Ale - Belgian Dark,10,Brouwerij St Bernardus NV,6.5,3.8,15,25,36,58,23,20,75,66,0,50,25,64,63
Undertaker,356,Brown Ale - Belgian Dark,10,Brewery Vivant,6.7,3.62,15,25,10,32,11,30,46,14,0,21,6,26,77
Rejection,357,Brown Ale - Belgian Dark,10,Russian River Brewing Company,6.1,3.84,15,25,7,85,8,38,91,35,0,40,35,25,97
Petrus Winterbier,358,Brown Ale - Belgian Dark,10,De Brabandere,6.5,3.62,15,25,16,37,23,16,99,90,0,92,24,57,73
Brontide,359,Brown Ale - Belgian Dark,10,Stillwater Artisanal Ales,5,3.51,15,25,16,59,5,39,39,15,0,13,28,11,66
Petrus Speciale,360,Brown Ale - Belgian Dark,10,De Brabandere,6.5,3.28,15,25,41,43,18,30,79,47,1,37,36,11,91
Kapittel Pater,361,Brown Ale - Belgian Dark,10,Leroy Breweries,6,3.61,15,25,13,67,15,30,151,38,0,64,32,14,92
La RullÃ©s CuvÃ©e Meilleurs Voeux (BiÃ¨re De Gaume),363,Brown Ale - Belgian Dark,10,Brasserie Artisanale De Rulles SPRL,7.3,3.85,15,25,23,60,27,31,121,54,0,73,33,52,63
Werewolf,364,Brown Ale - Belgian Dark,10,RinkuÅ¡kiai,8.2,2.95,15,25,7,35,45,18,87,32,0,40,16,4,76
Triporteur From Hell,365,Brown Ale - Belgian Dark,10,BOMBrewery,6.66,3.74,15,25,12,46,18,40,78,28,0,31,41,22,98
Tempelier,366,Brown Ale - Belgian Dark,10,Brouwerij Corsendonk,6,3.8,15,25,42,50,13,28,89,57,2,60,41,19,68
Bink Bruin,367,Brown Ale - Belgian Dark,10,Brouwerij Kerkom,5.5,3.62,15,25,12,65,16,33,116,34,0,57,36,12,80
Spinner Bait Belgian Style Red,368,Brown Ale - Belgian Dark,10,SweetWater Brewing Company,6,3.4,15,25,24,35,11,26,56,31,0,40,38,44,54
The Debutante,369,Brown Ale - Belgian Dark,10,Societe Brewing Co,6.8,3.78,15,25,3,3,0,6,5,4,0,6,11,2,7
Black Rhino,370,Brown Ale - Belgian Dark,10,Adelbert's Brewery,5.6,3.68,15,25,9,38,11,33,51,18,0,22,27,24,52
Woodbooger,371,Brown Ale - Belgian Dark,10,Strangeways Brewing,6,3.78,15,25,3,40,12,18,50,16,0,29,8,6,57
Biscotti,372,Brown Ale - Belgian Dark,10,Lift Bridge Brewery,7,3.62,15,25,14,31,24,12,53,30,0,51,15,80,76
Fullsuit Belgian-Style Brown Ale,373,Brown Ale - Belgian Dark,10,Karl Strauss Brewing Company,6.3,3.65,15,25,19,50,21,20,62,30,0,38,21,27,103
Dâ€™Tango Unchained,374,Brown Ale - Belgian Dark,10,Weyerbacher Brewing Co,9.6,04.06,15,25,32,52,21,2,81,147,0,117,16,33,47
Winter Koninck,375,Brown Ale - Belgian Dark,10,Brouwerij De Koninck NV,6.5,3.54,15,25,5,45,24,15,100,31,0,40,15,43,51
Tongerlo 6 Dubbel Bruin,376,Brown Ale - Belgian Dark,10,Brouwerij Haacht NV,6.5,3.49,15,25,9,35,5,18,82,25,0,46,10,5,52
Ganache,377,Brown Ale - Belgian Dark,10,Allagash Brewing Company,7.2,4.13,15,25,16,69,8,16,117,89,0,61,11,3,59
BiÃ¨re De NoÃ«l,378,Brown Ale - Belgian Dark,10,Brasserie Thiriez,5.8,3.71,15,25,19,55,12,17,59,62,1,54,27,63,81
Solenna,379,Brown Ale - Belgian Dark,10,Funkwerks,6.5,3.84,15,25,28,37,14,27,56,79,0,53,56,44,49
Abbey Ale,380,Brown Ale - Belgian Dark,10,Cathedral Square Brewery,6.5,3.6,15,25,11,46,18,25,60,25,1,43,31,22,92
St. EADman,381,Brown Ale - Belgian Dark,10,Flying Dog Brewery,8.3,3.87,15,25,16,42,36,20,127,54,2,89,32,23,74
Trooper Hallowed,382,Brown Ale - Belgian Dark,10,Robinsons Family Brewers,6,3.66,15,25,23,52,22,28,127,49,2,102,55,49,118
Leffe De NoÃ«l,383,Brown Ale - Belgian Dark,10,Abbaye de Leffe SA,6.6,3.51,15,25,6,29,23,18,66,28,0,29,14,45,52
Gruut Belgian Amber Ale,384,Brown Ale - Belgian Dark,10,Gentse Gruut Brouwerij,6.6,3.57,15,25,14,41,12,36,75,28,0,32,55,27,64
Haviken,385,Brown Ale - Belgian Dark,10,Strange Roots Experimental Ales,7.4,3.9,15,25,14,35,9,14,50,82,0,54,23,4,25
Grotten Sante,386,Brown Ale - Belgian Dark,10,Brasserie Kazematten,6.5,3.78,15,25,15,34,13,20,83,46,0,53,29,30,59
Mushhushshu,387,Brown Ale - Belgian Dark,10,Rhinegeist Brewery,10.3,04.02,15,25,0,48,26,27,36,9,0,14,4,12,70
Coffee Navette,388,Brown Ale - Belgian Dark,10,Penrose Brewing,6,4.11,15,25,3,7,2,23,5,5,0,3,4,1,29
Proletary Ale,389,Brown Ale - Belgian Dark,10,The Brewer's Art,5,04.02,15,25,15,66,14,44,52,4,0,9,31,11,92
Black Jack (Bourbon Barrel Aged),390,Brown Ale - Belgian Dark,10,North by Northwest Restaurant & Brewery,0,3.94,15,25,6,37,46,6,49,11,0,20,11,26,77
La RullÃ©s Brune (BiÃ¨re De Gaume),391,Brown Ale - Belgian Dark,10,Brasserie Artisanale De Rulles SPRL,6.5,3.74,15,25,12,55,12,17,100,29,0,43,29,17,94
Navette,392,Brown Ale - Belgian Dark,10,Penrose Brewing,6,3.84,15,25,3,24,0,14,15,2,0,4,18,4,20
La Petite Mort,393,Brown Ale - Belgian Dark,10,Black Raven Brewing Co,8.7,4.12,15,25,3,12,5,4,19,8,0,9,3,7,12
Leffe Rossa,394,Brown Ale - Belgian Dark,10,Abbaye de Leffe SA,6.6,3.37,15,25,12,26,12,11,49,18,0,18,13,24,48
La Brea Brown,395,Brown Ale - Belgian Dark,10,Fossil Cove Brewing Co,6,3.74,15,25,5,6,5,14,20,7,0,8,14,2,27
North By Northwest Okanogan Black Ale,396,Brown Ale - Belgian Dark,10,North by Northwest Restaurant & Brewery,0,3.64,15,25,3,22,3,14,18,4,0,4,12,7,46
Special 608 Belgian Amber,397,Brown Ale - Belgian Dark,10,Evolution Craft Brewing Company,7.5,3.72,15,25,2,0,1,2,3,4,0,4,2,1,1
Valeir Donker,398,Brown Ale - Belgian Dark,10,Brouwerij Contreras,6.5,3.82,15,25,12,54,6,19,94,29,0,58,16,10,48
Blind Ambition,399,Brown Ale - Belgian Dark,10,Ladyface Ale Companie,6.4,3.86,15,25,2,7,6,6,16,7,1,7,7,3,18
Bean Counter,400,Brown Ale - Belgian Dark,10,Taxman Brewing Co,7.8,04.02,15,25,10,47,8,65,36,4,0,6,18,27,100
Newcastle Brown Ale,401,Brown Ale - English,11,Heineken Nederland BV,4.7,3.33,15,25,8,23,2,20,31,9,0,12,19,1,54
Nut Brown AleSamuel Smith Old Brewery (Tadcaster),402,Brown Ale - English,11,Samuel Smith Old Brewery (Tadcaster),5,4.1,15,25,11,55,5,25,77,18,0,40,42,2,136
Maduro Brown Ale,403,Brown Ale - English,11,Cigar City Brewing,5.5,3.94,15,25,12,87,5,54,73,7,0,16,27,13,157
Turbodog,404,Brown Ale - English,11,Abita Brewing Co,5.6,3.68,15,25,10,53,5,49,75,8,0,20,34,11,118
Southern Pecan,405,Brown Ale - English,11,Lazy Magnolia Brewing Company,4.5,3.59,15,25,10,42,6,24,69,9,0,15,33,6,149
Fat Squirrel Ale,406,Brown Ale - English,11,New Glarus Brewing Company,5.8,3.81,15,25,12,53,12,44,77,19,1,24,57,9,148
Cubano-Style Espresso Brown Ale,407,Brown Ale - English,11,Cigar City Brewing,5.5,4.13,15,25,18,87,6,76,71,8,0,2,21,19,186
Hexnut,408,Brown Ale - English,11,Goose Island Beer Co,5.5,3.77,15,25,7,60,6,34,66,5,0,8,33,6,149
Nut Brown Ale,409,Brown Ale - English,11,AleSmith Brewing Company,5,4,15,25,23,74,12,33,52,11,2,7,33,4,131
Downtown Brown,410,Brown Ale - English,11,Lost Coast Brewery and Cafe,5,3.67,15,25,4,36,2,15,48,7,0,11,13,1,78
Winter Ale,411,Brown Ale - English,11,Weyerbacher Brewing Co,5.6,3.47,15,25,14,38,9,23,70,11,0,23,16,22,86
Georgia Brown,412,Brown Ale - English,11,SweetWater Brewing Company,5.1,3.6,15,25,10,66,3,57,80,9,0,12,53,2,138
Sticky Toffee Pudding,413,Brown Ale - English,11,Eagle Brewery,5,3.47,15,25,8,39,3,30,78,6,0,15,26,6,140
Harvest,414,Brown Ale - English,11,Long Trail Brewing Co,4.4,3.68,15,25,10,31,7,35,86,2,0,3,34,6,120
Boffo Brown Ale,415,Brown Ale - English,11,Dark Horse Brewing Company,7,3.79,15,25,11,80,18,60,66,4,0,9,56,8,130
Oatmeal Raisin Cookie Brown Ale,416,Brown Ale - English,11,Cigar City Brewing,5.5,4.11,15,25,6,66,12,19,133,18,3,60,17,72,162
Rugged Trail Nut Brown Ale,417,Brown Ale - English,11,TrÃ¶egs Brewing Company,5,3.74,15,25,14,64,3,54,59,16,0,15,52,8,148
Black Toad Dark Ale,418,Brown Ale - English,11,Black Toad Brewing Co,5.3,3.66,15,25,8,48,7,57,50,5,1,7,47,1,114
Brown Ale,419,Brown Ale - English,11,Legend Brewing Co,6,3.83,15,25,19,34,6,34,42,9,0,5,30,0,84
Brewhouse Brown Ale,420,Brown Ale - English,11,Real Ale Brewing Company,5.4,3.59,15,25,20,72,14,50,78,7,0,9,32,7,133
The Brown Note,421,Brown Ale - English,11,Against The Grain Brewery & Smokehouse,5,3.8,15,25,13,57,5,41,56,6,0,10,45,5,117
Nut Brown Ale,422,Brown Ale - English,11,Ithaca Beer Company,5.4,3.61,15,25,8,62,18,53,62,4,0,6,35,15,168
Pig's Ear Brown Ale,423,Brown Ale - English,11,Woodstock Inn Brewery,4.3,3.58,15,25,12,55,12,46,66,13,0,10,53,4,130
Bar Harbor Real Ale,424,Brown Ale - English,11,Atlantic Brewing Company / Mainely Meat BBQ,5.2,3.58,15,25,21,62,9,42,62,20,1,21,59,7,131
Chomolungma,425,Brown Ale - English,11,Jackie O's Pub & Brewery,6.5,3.81,15,25,8,45,6,36,70,15,1,15,31,4,112
Nut Brown Ale,426,Brown Ale - English,11,Peak Organic Brewing Company,4.7,3.48,15,25,17,58,4,54,67,8,0,7,60,3,141
Woodmaster,427,Brown Ale - English,11,Short's Brewing Company,9.9,3.92,15,25,9,49,49,18,158,25,0,38,28,15,152
Bad Penny,428,Brown Ale - English,11,Big Boss Brewing,5.2,3.61,15,25,13,54,9,24,48,12,0,11,21,2,103
Euforia,429,Brown Ale - English,11,DuClaw Brewing Company,5,3.58,15,25,11,48,8,29,65,5,0,5,29,8,147
Brown Ale,430,Brown Ale - English,11,Upslope Brewing Company - Lee Hill,6.7,3.94,15,25,17,83,13,64,90,9,0,6,54,11,154
Brunette Nut Brown Ale,431,Brown Ale - English,11,Nebraska Brewing Company Production Brewery & Tap Room,4.8,3.54,15,25,13,55,2,25,64,13,1,21,28,2,117
Nut Brown Ale,432,Brown Ale - English,11,Santa Fe Brewing Company,5.2,3.47,15,25,23,49,10,35,54,4,1,4,45,2,127
Brown Ale,433,Brown Ale - English,11,Saint Arnold Brewing Company,5.3,3.59,15,25,11,69,8,36,72,12,0,8,37,6,117
Truck Stop Honey Brown Ale,434,Brown Ale - English,11,Back Forty Beer Co,6,3.51,15,25,9,30,4,15,97,8,0,6,30,2,135
Brown Eyed Squirrel,435,Brown Ale - English,11,RJ Rockers Brewing Company,5.6,3.59,15,25,10,60,4,32,55,10,0,11,27,4,113
Buster Nut Brown Ale,436,Brown Ale - English,11,Ska Brewing Co,5.15,3.48,15,25,10,62,11,41,74,9,0,12,39,2,142
Bed of Nails,437,Brown Ale - English,11,Hi-Wire Brewing,6.1,3.73,15,25,11,45,13,45,70,16,0,22,40,3,104
Pullman Nut Brown,438,Brown Ale - English,11,Flossmoor Station Restaurant & Brewery,6,04.01,15,25,8,96,11,67,92,10,2,13,28,4,177
Nut Brown Ale,439,Brown Ale - English,11,Arcadia Brewing Company,6,3.48,15,25,8,54,16,42,73,26,0,19,52,7,131
Get Up Offa That Brown,440,Brown Ale - English,11,Golden Road Brewing,5.5,3.72,15,25,6,70,8,38,68,11,0,8,42,7,155
Thunder Hole Ale,441,Brown Ale - English,11,Atlantic Brewing Company,4.8,3.73,15,25,11,61,8,49,44,10,0,10,51,2,117
Nut Brown Ale,443,Brown Ale - English,11,Blackstone Brewing Company,5.6,3.65,15,25,7,37,7,33,37,1,0,3,28,5,100
Traditional Ale,444,Brown Ale - English,11,Big Rock Brewery,5,3.41,15,25,7,43,5,22,65,11,0,7,26,3,96
Ring Neck Braun Ale,445,Brown Ale - English,11,Brau Brothers Brewing Co LLC,6.8,3.81,15,25,13,100,9,28,98,17,0,27,25,5,133
Bone Shaker Brown,446,Brown Ale - English,11,Moat Mountain Smoke House & Brewing Co,5.5,3.87,15,25,12,44,2,37,47,4,1,6,43,10,114
Brewer's Brown Ale,447,Brown Ale - English,11,Shipyard Brewing Company,5.4,3.58,15,25,15,62,10,50,79,20,1,33,45,9,127
Pub Brown Ale,449,Brown Ale - English,11,Sprecher Brewing Company,4.8,3.63,15,25,12,51,13,27,78,9,3,15,36,3,164
Third Stone Brown,450,Brown Ale - English,11,Empyrean Brewing Company,5.3,3.6,15,25,12,84,9,29,68,19,0,18,33,7,133
Anchor Steam Beer,1151,California Common / Steam Beer,29,Anchor Brewing Company,4.9,3.87,35,45,31,35,13,41,60,42,3,41,58,11,77
Dorothy's New World Lager,1152,California Common / Steam Beer,29,Toppling Goliath Brewing Company,5.5,3.72,35,45,39,70,5,43,46,58,13,45,75,7,126
Brotherhood Steam,1153,California Common / Steam Beer,29,Anchor Brewing Company,5.6,3.79,35,45,31,37,9,74,71,67,1,85,107,6,103
Tarnation California-Style Lager,1154,California Common / Steam Beer,29,Baxter Brewing Co,5.3,3.59,35,45,28,43,2,43,37,16,0,14,60,2,72
Columbia Common,1155,California Common / Steam Beer,29,Widmer Brothers Brewing Company,4.7,3.5,35,45,24,43,12,53,51,36,0,36,106,9,94
Oscura,1156,California Common / Steam Beer,29,Furthermore Beer,5.3,3.86,35,45,23,53,12,133,49,18,2,11,26,7,173
Anchor Steam Beer - Dry-Hopped,1158,California Common / Steam Beer,29,Anchor Brewing Company,5.4,3.81,35,45,23,31,6,65,48,58,3,75,108,11,67
East Coast Common Lager,1159,California Common / Steam Beer,29,Smuttynose Brewing Company,7.4,04.08,35,45,16,54,22,53,62,69,0,90,82,10,49
Steam Engine Lager,1160,California Common / Steam Beer,29,Steamworks Brewing Co,5.5,3.42,35,45,27,40,7,47,46,13,1,14,68,2,92
District Common,1161,California Common / Steam Beer,29,Atlas Brew Works,5.1,3.58,35,45,14,19,7,24,22,25,3,31,38,7,60
Village Reserve,1162,California Common / Steam Beer,29,Short's Brewing Company,4.7,3.57,35,45,25,31,18,78,28,51,5,63,118,4,61
Hop Common,1163,California Common / Steam Beer,29,Peekskill Brewery,5.7,3.74,35,45,17,20,4,55,12,33,0,34,77,2,39
Derecho,1164,California Common / Steam Beer,29,Port City Brewing,4.8,3.69,35,45,27,31,17,65,29,64,3,60,82,11,66
Element 115,1165,California Common / Steam Beer,29,St Paul Brewing,5.5,3.72,35,45,28,53,5,74,45,48,1,42,101,13,83
The Citizen,1166,California Common / Steam Beer,29,Cismontane Brewing Company,6,3.74,35,45,18,40,7,45,52,49,2,53,76,8,79
Catahoula Common,1167,California Common / Steam Beer,29,Gnarly Barley Brewing Company,5.7,3.64,35,45,5,6,3,4,7,10,0,9,9,3,20
SkjÃ¡lfti,1168,California Common / Steam Beer,29,Ã–lvisholt BrugghÃºs,5,3.74,35,45,15,48,3,71,47,41,2,45,96,6,97
Mountain Goat Steam Ale,1169,California Common / Steam Beer,29,Mountain Goat Beer Pty Ltd,4.5,3.37,35,45,29,32,8,32,41,54,0,53,43,8,42
Pomona Queen,1170,California Common / Steam Beer,29,Last Name Brewing,4.9,3.23,35,45,17,23,5,24,26,8,0,11,35,1,49
Rio Grande Outlaw LagerSierra Blanca Brewing Company (Rio Grande),1171,California Common / Steam Beer,29,Sierra Blanca Brewing Company (Rio Grande),5.2,3.36,35,45,18,29,9,37,42,11,1,9,42,5,76
Steamy Windows,1172,California Common / Steam Beer,29,Liberty Street Brewing Company,5.6,3.37,35,45,13,27,8,28,26,28,0,24,43,4,35
Common Man Special Lager,1173,California Common / Steam Beer,29,Three Heads Brewing,5.5,3.36,35,45,20,41,8,48,32,36,3,25,72,8,63
Rocket Bike American Lager,1174,California Common / Steam Beer,29,Moab Brewery,4,3.36,35,45,10,15,2,15,18,6,1,4,23,5,41
Big Boca Ale,1175,California Common / Steam Beer,29,Fat Point Brewing,5.1,3.59,35,45,6,6,4,12,13,3,0,4,16,4,17
Boston Common,1176,California Common / Steam Beer,29,Boston Beer Works - Canal Street,5,3.65,35,45,2,37,8,28,27,22,0,19,40,4,35
Mosquito Beach,1177,California Common / Steam Beer,29,Lake Louie Brewery Company,6,3.72,35,45,8,29,4,33,41,14,3,22,54,3,75
Simple,1178,California Common / Steam Beer,29,Barrier Brewing Company,5.2,3.67,35,45,10,1,0,13,10,1,0,1,20,1,18
Red Bird Ale,1179,California Common / Steam Beer,29,Portsmouth Brewing Co / Mault's Brewpub,4.8,3.15,35,45,8,22,5,21,27,13,0,7,26,3,30
Pi Common,1180,California Common / Steam Beer,29,The Schlafly Tap Room,5,3.75,35,45,8,11,4,19,9,6,0,3,24,0,34
33 Acres Of Life,1181,California Common / Steam Beer,29,33 Acres Brewing Co,4.8,3.78,35,45,5,4,4,6,6,4,0,4,10,5,11
Steamhead,1182,California Common / Steam Beer,29,Aviator Brewing Company,5.8,3.65,35,45,9,18,6,24,26,15,1,9,34,1,43
Steemboat,1183,California Common / Steam Beer,29,Sunken City Brewing Company,5.6,3.65,35,45,4,6,1,8,12,6,1,3,13,0,16
St. Florian's California Common,1184,California Common / Steam Beer,29,St Florian's Brewery,6,3.73,35,45,7,12,0,5,10,10,0,11,12,6,30
Ampere Amber,1185,California Common / Steam Beer,29,Tin Whiskers Brewing Company,4.2,3.51,35,45,0,9,1,7,7,11,1,6,12,0,18
1888,1186,California Common / Steam Beer,29,Anaheim Brewery,5.5,3.47,35,45,1,10,1,11,5,8,0,7,19,1,13
Virginia Common,1187,California Common / Steam Beer,29,Ardent Craft Ales,5.3,3.77,35,45,4,2,0,2,1,1,0,1,3,0,3
Urban People's Common Lager,1188,California Common / Steam Beer,29,Linden Street Brewery,5.5,3.78,35,45,9,14,1,16,11,10,1,10,33,3,12
Chicago Common,1189,California Common / Steam Beer,29,Kinslahger Brewing Company,7.5,3.59,35,45,1,11,4,14,7,3,0,1,18,3,31
Aftershock,1190,California Common / Steam Beer,29,Palmetto Brewing Company,6.4,3.52,35,45,1,9,3,11,6,8,0,5,11,2,11
Northtown Native,1191,California Common / Steam Beer,29,Cinder Block Brewery,5,3.53,35,45,3,5,2,5,5,2,0,0,6,0,10
Chesapeake Common Lager,1192,California Common / Steam Beer,29,Key Brewing Co,4.8,3.56,35,45,2,6,0,10,5,5,0,5,13,1,12
Common Sense,1193,California Common / Steam Beer,29,Berryessa Brewing Co,4.5,3.6,35,45,3,2,2,5,1,5,0,3,7,0,4
Dampf Punk,1194,California Common / Steam Beer,29,Switchback Brewing Company,5.8,3.96,35,45,9,13,3,20,8,11,2,5,42,7,18
Big Sky Uncommon Lager,1195,California Common / Steam Beer,29,Whistler Brewing Company,5,3.66,35,45,4,8,1,9,9,6,0,9,16,1,28
Yoerg's Beer,1196,California Common / Steam Beer,29,Yoerg Brewing Company,4.9,3.7,35,45,6,18,10,37,23,18,0,12,39,2,47
Derby Lager,1197,California Common / Steam Beer,29,Pike Brewing Company,5.5,3.5,35,45,3,8,2,14,5,7,0,4,13,0,13
Slingshot,1198,California Common / Steam Beer,29,Radical Road Brewing Co,5,3.67,35,45,6,11,1,9,7,0,0,0,22,1,17
Tragedy Of The Common,1199,California Common / Steam Beer,29,Iowa Brewing Company,4.9,3.89,35,45,1,0,1,3,2,0,0,0,4,1,5
Westy,1200,California Common / Steam Beer,29,Sun King Brewing Company,6.7,3.92,35,45,7,2,2,11,5,5,0,6,12,1,8
Theobroma,3201,Chile Beer,75,Dogfish Head Craft Brewery,9,3.89,0,0,7,70,21,35,74,31,0,27,9,59,84
Ghost Face Killah,3203,Chile Beer,75,Twisted Pine Brewing Company,5,03.02,0,0,6,17,26,26,10,6,0,2,11,96,20
Crime,3204,Chile Beer,75,Arrogant Consortia,9.6,3,0,0,14,37,85,30,68,31,0,50,42,133,132
Autumnal MolÃ© Stout,3205,Chile Beer,75,Ska Brewing Co,5.8,3.63,0,0,6,93,14,41,43,6,2,3,12,160,77
Sriracha Hot Stout,3206,Chile Beer,75,Rogue Ales,5.7,3.6,0,0,7,53,27,43,39,3,0,5,9,82,73
Punishment,3207,Chile Beer,75,Arrogant Consortia,12,2.99,0,0,11,49,70,39,61,18,0,22,34,145,112
5 Vulture,3208,Chile Beer,75,5 Rabbit Cerveceria,6.4,3.53,0,0,5,44,24,26,66,8,2,15,13,87,74
Billy's Chilies Beer (Timberline Series),3209,Chile Beer,75,Twisted Pine Brewing Company,5,3.42,0,0,13,22,37,11,23,15,0,14,9,184,22
Fatali Four,3210,Chile Beer,75,Upright Brewing Company,4.5,4.15,0,0,36,33,43,12,44,140,1,83,31,105,30
JalapeÃ±o Pepper Ale,3211,Chile Beer,75,Bent River Brewing Company,4.81,3.37,0,0,4,11,24,9,7,4,0,3,11,90,24
Don Jalapeno Ale,3212,Chile Beer,75,No Label Brewing Company,6.7,3.48,0,0,4,10,8,4,3,5,1,3,3,70,15
MexiCali Stout,3213,Chile Beer,75,Birdsong Brewing,5.7,3.93,0,0,4,40,10,37,21,1,0,1,6,48,61
Hot-Jala-Heim,3214,Chile Beer,75,Horseheads Brewing Inc,7.2,3.85,0,0,6,40,28,10,33,14,0,13,11,153,42
Rio Grande Pancho Verde Chile CervezaSierra Blanca Brewing Company (Rio Grande),3215,Chile Beer,75,Sierra Blanca Brewing Company (Rio Grande),4.67,3.37,0,0,18,21,24,11,22,9,1,7,10,132,31
Serrano Pepper Ale,3216,Chile Beer,75,Saugatuck Brewing Company,6.7,3.71,0,0,22,22,23,8,29,14,0,15,24,141,53
Nacho Bait,3217,Chile Beer,75,Country Boy Brewing,4.9,3.75,0,0,8,19,17,12,17,12,0,10,15,63,23
Chipotle Smoked Porter,3218,Chile Beer,75,Pipeworks Brewing Company,7.5,3.85,0,0,9,74,35,20,36,2,0,2,8,179,75
