Name,key,Style,Style Key,Brewery,ABV,Ave Rating,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
Creemore Springs UrBock,172,Bock - Traditional,5,Creemore Springs Brewery Limited,6,3.65,20,30,9,54,11,34,85,18,0,29,45,9,115
Revolver Bock,173,Bock - Traditional,5,Revolver Brewing,6.5,3.84,20,30,11,34,10,14,53,10,0,16,15,5,75
LAG Lagunator Lager,174,Bock - Traditional,5,Lagunitas Brewing Company,7.7,3.87,20,30,12,48,13,67,57,25,0,22,95,3,82
Mountain Holidays In Vermont,175,Bock - Traditional,5,Rock Art Brewery,5.8,3.64,20,30,12,74,12,48,88,22,1,25,47,26,119
Holsten Festbock,176,Bock - Traditional,5,Holsten-Brauerei,7,3.33,20,30,6,41,31,31,85,19,0,23,27,4,81
Huber Bock Beer,177,Bock - Traditional,5,Minhas Craft Brewery,5.5,3.18,20,30,7,67,8,39,80,17,1,17,26,8,105
Block House Double Chocolate Bock,178,Bock - Traditional,5,Pittsburgh Brewing Co,6.5,3.35,20,30,4,107,10,10,150,8,0,12,6,1,107
Kozlak,179,Bock - Traditional,5,Browar Amber,6.5,3.61,20,30,10,41,20,23,86,18,0,33,23,11,113
Bock Bock Imperial American Bock Aged In Bourbon Barrels,180,Bock - Traditional,5,Shmaltz Brewing Company,9.4,3.82,20,30,17,38,54,13,49,35,1,24,7,10,77
Samuel Adams Amber BockBoston Beer Company (Samuel Adams),181,Bock - Traditional,5,Boston Beer Company (Samuel Adams),6,3.51,20,30,19,31,5,27,84,7,0,6,38,3,101
Nero's 1st Century Double Dark Malt Ale,182,Bock - Traditional,5,Amarcord Birra Artigianale Italiana,8,03.08,20,30,13,41,20,23,97,36,0,46,26,13,81
Bockslider Toadies Texas Bock,183,Bock - Traditional,5,Martin House Brewing Company,5.6,3.76,20,30,13,41,3,20,42,8,0,7,16,2,72
Bokbier,184,Bock - Traditional,5,Jopen Bier BV Haarlem,6.5,3.8,20,30,23,47,10,34,68,30,2,31,16,9,106
Love Honey,185,Bock - Traditional,5,Lost Forty Brewery,6.3,3.87,20,30,16,28,13,25,86,5,0,11,47,3,106
MÃ¶nchshof Bockbier,186,Bock - Traditional,5,Kulmbacher Brauerei AG,6.9,3.73,20,30,12,40,20,31,92,33,3,41,37,6,91
Battlefield Bock,187,Bock - Traditional,5,Red Oak Brewery,6.5,3.92,20,30,9,74,7,44,59,5,0,4,26,8,84
Chouffe-Bok 6666,188,Bock - Traditional,5,Brasserie d'Achouffe,6.66,3.79,20,30,15,50,18,38,103,55,0,56,38,33,101
Christoffel Bokbier,189,Bock - Traditional,5,Bierbrouwerij Sint Christoffel BV,7.8,3.57,20,30,8,55,23,25,114,29,0,54,31,6,95
Crawford Bock,190,Bock - Traditional,5,Karbach Brewing Co,4.5,3.49,20,30,13,24,4,9,33,3,0,5,10,0,68
The Bennie,191,Bock - Traditional,5,Granite City Food & Brewery,5.5,3.47,20,30,3,2,1,1,8,2,0,2,1,1,12
Aass Bock,192,Bock - Traditional,5,Aass Brewery,6.5,04.01,20,30,5,49,14,34,81,15,0,21,25,3,76
Bock Beer,193,Bock - Traditional,5,Rivertown Brewery & Barrel House,7.2,3.56,20,30,13,46,26,27,113,37,0,51,45,9,120
Zywiec BockZywiec Breweries PLC (Heineken),194,Bock - Traditional,5,Zywiec Breweries PLC (Heineken),6.5,3.77,20,30,17,43,14,28,104,16,1,24,37,7,138
Stegmaier Brewhouse Bock,195,Bock - Traditional,5,Lion Brewery Inc,6.6,3.76,20,30,8,53,19,19,86,17,0,21,18,4,101
Bock De Joliette,196,Bock - Traditional,5,Micro-Brasserie L'Alchimiste,6.1,3.32,20,30,9,31,10,33,65,33,0,36,37,4,74
Dreher Bak,197,Bock - Traditional,5,Dreher Brewery,7.3,3.76,20,30,8,62,23,57,63,10,0,11,38,4,91
Poop Your Pants Chocolate Bock,198,Bock - Traditional,5,Perrin Brewing Co,6,3.91,20,30,5,89,2,27,67,1,0,2,27,2,114
Broegel Bock Beer,199,Bock - Traditional,5,Brouwerij Martens NV,5,3.32,20,30,8,26,3,27,39,12,0,7,41,7,52
Blondibock,200,Bock - Traditional,5,Mammoth Brewing Company,8,3.86,20,30,10,29,56,7,24,12,0,17,5,30,74
Schneider Weisse Tap 6 Unser Aventinus,201,Bock - Weizenbock,6,Weisses BrÃ¤uhaus G Schneider & Sohn GmbH,8.2,4.35,15,35,14,73,48,17,95,38,1,91,17,45,107
Vitus,202,Bock - Weizenbock,6,Bayerische Staatsbrauerei Weihenstephan,7.7,4.3,15,35,14,53,23,11,52,48,0,72,15,47,50
Moonglow Weizenbock,203,Bock - Weizenbock,6,Victory Brewing Company - Downingtown,8.7,04.07,15,35,7,31,24,13,67,36,0,72,9,33,62
Schneider Weisse Tap 5 Meine Hopfenweisse,204,Bock - Weizenbock,6,Weisses BrÃ¤uhaus G Schneider & Sohn GmbH,8.2,4.12,15,35,17,40,32,60,33,57,0,77,93,36,28
Ayinger Weizenbock,205,Bock - Weizenbock,6,Ayinger Privatbrauerei,7.1,4.21,15,35,13,44,22,9,52,25,0,71,16,39,73
Bavarian-Styled Doppel Weizen,206,Bock - Weizenbock,6,Lagunitas Brewing Company,8.7,3.85,15,35,4,32,10,35,52,43,0,61,46,9,68
Thumbprint Imperial Weizen,207,Bock - Weizenbock,6,New Glarus Brewing Company,9.6,04.07,15,35,32,58,34,64,51,107,3,142,85,79,87
Erdinger Weissbier Pikantus,208,Bock - Weizenbock,6,Erdinger WeissbrÃ¤u,7.3,3.88,15,35,16,52,27,10,103,33,0,63,8,30,86
Ramstein Winter Wheat,209,Bock - Weizenbock,6,High Point Brewing Company,9.5,4.21,15,35,16,90,41,25,104,36,0,68,19,53,136
Schneider Weisse Tap X Mein Nelson Sauvin,210,Bock - Weizenbock,6,Weisses BrÃ¤uhaus G Schneider & Sohn GmbH,7.3,4.12,15,35,23,53,23,43,102,70,0,112,70,33,77
Primus Weizenbock,211,Bock - Weizenbock,6,Live Oak Brewing Company,8.3,4.25,15,35,13,68,15,17,59,24,0,65,19,46,82
Schneider Weisse Tap X Aventinus CuvÃ©e Barrique,212,Bock - Weizenbock,6,Weisses BrÃ¤uhaus G Schneider & Sohn GmbH,9.5,04.08,15,35,40,54,22,10,120,133,0,138,21,24,73
Glockenspiel,213,Bock - Weizenbock,6,Great Lakes Brewing Co,8,04.06,15,35,12,50,37,17,74,32,0,75,12,34,63
Der Weisse Bock,214,Bock - Weizenbock,6,Mahr's BrÃ¤u,8.5,3.93,15,35,22,69,25,20,87,29,0,62,25,29,111
Plank Bavarian Heller Weizenbock,215,Bock - Weizenbock,6,Brauerei Michael Plank,7.5,3.93,15,35,23,64,37,21,88,42,0,99,43,34,118
Plank Bavarian Dunkler Weizenbock,216,Bock - Weizenbock,6,Brauerei Michael Plank,7.5,3.93,15,35,28,90,44,33,123,49,0,95,24,38,178
La Shawinigan Handshake,217,Bock - Weizenbock,6,Le Trou Du Diable,6.5,3.85,15,35,34,46,22,53,47,84,0,113,85,49,68
Weizenbock Grande CuvÃ©e,218,Bock - Weizenbock,6,Les Trois Mousquetaires,11,3.88,15,35,8,63,60,19,181,59,0,119,16,40,108
Eisenbahn Vigorosa (Weizenbock),219,Bock - Weizenbock,6,Cervejaria Sudbrack Ltda,8,3.78,15,35,17,59,32,14,80,32,0,63,12,30,94
Alpen Glow,220,Bock - Weizenbock,6,Fat Head's Brewery & Saloon,7,04.08,15,35,10,48,29,10,56,23,0,66,7,34,55
Neshaminator,221,Bock - Weizenbock,6,Neshaminy Creek Brewing Company,8.5,3.81,15,35,18,83,18,20,132,43,0,82,30,28,114
Weiss Principal Imperial Hefe,222,Bock - Weizenbock,6,Peak Organic Brewing Company,8.6,3.41,15,35,16,46,35,79,32,85,0,91,97,42,35
Teufel Bock,223,Bock - Weizenbock,6,Atwater Brewery,10.9,3.88,15,35,15,65,49,47,96,30,0,69,53,27,150
Buffalo Bock,224,Bock - Weizenbock,6,Minneapolis Town Hall Brewery,7.2,4.15,15,35,7,54,83,8,97,36,0,65,4,31,107
Riegele Augustus Weizendoppelbock,225,Bock - Weizenbock,6,Brauhaus Riegele,8,04.08,15,35,13,55,25,10,73,23,1,69,15,34,89
Face Plant,226,Bock - Weizenbock,6,Bayern Brewing Inc / Edelweiss Bistro,7.5,3.88,15,35,10,66,33,34,73,24,0,40,35,21,121
Hopf Weisser Bock,227,Bock - Weizenbock,6,Weissbierbrauerei Hopf,7,3.97,15,35,15,54,22,9,62,38,0,76,9,44,78
Angry Goat,228,Bock - Weizenbock,6,Rahr & Sons Brewing Company,8,3.66,15,35,6,45,20,24,60,18,0,27,14,12,57
Weizenbock,229,Bock - Weizenbock,6,Pennsylvania Brewing Company,7.9,04.01,15,35,11,69,28,16,81,22,0,77,14,56,89
Wild Oats Series No. 10 - Dunkel Buck,230,Bock - Weizenbock,6,Beau's All Natural Brewing Company,6.8,3.92,15,35,12,63,35,20,75,28,0,81,4,52,131
Volks Weizenbock,231,Bock - Weizenbock,6,Appalachian Brewing Company,7.2,3.81,15,35,9,58,19,18,71,35,0,50,20,57,49
Weizen Bock,232,Bock - Weizenbock,6,Scuttlebutt Brewing Company - Restaurant and Pub,7.9,3.43,15,35,19,58,34,22,66,49,0,61,20,30,76
Skull Crushing Ape,233,Bock - Weizenbock,6,Devils Backbone Brewing Company,8,3.91,15,35,7,53,15,19,44,16,0,42,10,28,68
Jeff's Bavarian Ale,234,Bock - Weizenbock,6,Maisel & Friends,7.1,3.99,15,35,10,41,23,38,69,68,0,99,65,47,82
Heineken Tarwebok,235,Bock - Weizenbock,6,Heineken Nederland BV,6.5,3.6,15,35,13,47,24,24,83,10,1,26,18,12,80
ErlkÃ¶nig,236,Bock - Weizenbock,6,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,8.3,3.88,15,35,16,27,16,12,26,26,0,42,16,32,40
Weizenbock,237,Bock - Weizenbock,6,Olde Hickory Brewery,8,3.68,15,35,15,37,47,19,48,41,0,62,28,46,57
Snow Weizen,238,Bock - Weizenbock,6,Denen Plaza Kawaba Brewery,5,3.48,15,35,5,16,9,5,18,13,0,17,7,8,27
Bourbon Barrel Aged Trippel Weizenbock,239,Bock - Weizenbock,6,The Livery,12.5,4.4,15,35,6,60,41,10,58,20,0,32,1,18,65
Ladenburger Weizenbock Hell,240,Bock - Weizenbock,6,Brauerei Ladenburger,8,4.16,15,35,4,56,25,11,30,24,0,56,23,41,60
Yule Tide (2015+),241,Bock - Weizenbock,6,Heavy Seas Beer,9,3.93,15,35,2,23,24,2,40,11,0,32,5,31,43
St. Blasius Weizenbock,242,Bock - Weizenbock,6,Aktienbrauerei Kaufbeuren AG,7.2,3.52,15,35,14,41,22,11,115,79,0,90,10,28,87
Summer Haze Pale Weizenbock,243,Bock - Weizenbock,6,Blue Mountain Brewery,7.8,3.79,15,35,10,15,11,24,21,31,0,40,30,11,21
Miracle,244,Bock - Weizenbock,6,Union Craft Brewing Company,7.8,3.85,15,35,0,11,1,0,13,2,0,9,0,6,18
Maximilian,245,Bock - Weizenbock,6,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,7.5,3.71,15,35,7,15,9,5,13,6,0,14,6,11,32
Weizenbock,246,Bock - Weizenbock,6,Mill Street Brew Pub,7.5,3.56,15,35,8,33,24,8,56,18,0,49,9,28,52
Portsmouth Weizenbock,247,Bock - Weizenbock,6,Portsmouth Brewery,7,3.79,15,35,12,42,44,19,100,39,0,68,25,38,78
Sangre De Shiva,248,Bock - Weizenbock,6,New Braunfels Brewing Company,8.8,3.84,15,35,4,12,4,2,24,12,0,29,3,7,14
DumDuminator,249,Bock - Weizenbock,6,Les Brasseurs Du Temps,8,3.63,15,35,3,17,10,3,31,8,0,15,3,8,21
Wether,250,Bock - Weizenbock,6,The Bruery,10.9,4.15,15,35,10,20,18,10,33,10,0,50,12,28,43
Samuel Adams Honey QueenBoston Beer Company (Samuel Adams),1101,Braggot,28,Boston Beer Company (Samuel Adams),7.5,3.64,20,40,9,38,12,17,104,31,0,29,51,15,75
Rogue Farms Marionberry Braggot,1102,Braggot,28,Rogue Ales,11.42,3.82,20,40,8,40,43,28,154,34,0,77,46,23,68
Brother Adam's Bragget Ale,1103,Braggot,28,Atlantic Brewing Company / Mainely Meat BBQ,11.8,3.88,20,40,19,66,77,20,209,34,0,52,33,20,171
Exit 3 Blueberry Braggot,1104,Braggot,28,Flying Fish Brewing Company,15,3.81,20,40,12,40,42,16,147,22,0,73,18,24,68
Braggot,1105,Braggot,28,Kuhnhenn Brewing Company,12.8,3.93,20,40,12,43,86,22,263,38,1,86,37,43,180
Baklava Braggot,1106,Braggot,28,Jackie O's Pub & Brewery,8,3.82,20,40,16,40,20,16,123,61,2,58,8,73,97
Nepenthes HydromelitaOEC Brewing (Ordinem Ecentrici Coctores),1107,Braggot,28,OEC Brewing (Ordinem Ecentrici Coctores),8.5,4.19,20,40,13,8,9,0,24,33,0,9,41,4,14
Miel Sauvage,1108,Braggot,28,Bayou Teche Brewery,9,3.97,20,40,4,16,43,7,83,11,0,17,9,19,56
Slippery Slope,1109,Braggot,28,The People's Pint,9.8,3.83,20,40,27,32,32,14,141,114,0,102,26,107,70
Pioneer Po-Cha-Na-Quar-Hip Braggot,1110,Braggot,28,The Lone Pint Brewery,10,3.96,20,40,10,23,17,19,51,18,0,35,27,10,29
Old Danish Braggot,1111,Braggot,28,Dansk MjÃ¸d A/S,10.1,3.87,20,40,6,70,37,9,169,18,0,22,14,120,119
Portsmouth Killer B,1112,Braggot,28,Portsmouth Brewery,9.8,3.96,20,40,6,45,21,22,127,29,0,46,23,18,82
Grandis HydromelitaOEC Brewing (Ordinem Ecentrici Coctores),1113,Braggot,28,OEC Brewing (Ordinem Ecentrici Coctores),12,4.11,20,40,6,17,6,9,33,15,0,17,1,7,19
Beyond Braggot,1114,Braggot,28,Sprecher Brewing Company,11,3.59,20,40,13,23,38,25,85,27,0,26,56,21,76
St. Gail Raspberry Braggot,1115,Braggot,28,Lakes & Legends Brewing Company,7.2,04.02,20,40,8,11,9,5,75,28,0,42,11,5,21
Artisan Series - West Bound Braggot,1116,Braggot,28,Twisted Pine Brewing Company,8.5,3.85,20,40,14,15,11,18,47,30,0,34,29,30,35
Biere De Miele,1117,Braggot,28,Rabbit's Foot Meadery,4.2,3.54,20,40,15,20,12,12,68,20,0,13,20,11,49
Venomous,1118,Braggot,28,Allentown Brew Works,9,3.94,20,40,1,5,8,4,22,2,0,2,4,5,28
MjÃ¸d,1119,Braggot,28,Valkyrie Brewing,9,3.8,20,40,22,39,37,8,180,81,1,86,15,20,70
Qing Ming,1120,Braggot,28,Off Color Brewing,9.5,04.02,20,40,1,14,3,0,36,15,0,25,11,14,38
Eirik Bloodaxe,1121,Braggot,28,Scarlet Lane Brewing Company,11,3.88,20,40,2,3,8,5,26,9,0,7,7,3,15
Dewi Sant,1122,Braggot,28,Strange Land Brewery,13.5,3.63,20,40,2,10,9,9,20,2,0,6,11,2,16
Baklava Braggot,1123,Braggot,28,Funky Buddha Brewery,10.6,3.87,20,40,0,1,0,0,7,2,0,2,0,6,4
Lanark Blueberry Mead,1124,Braggot,28,All or Nothing Brewhouse,8.5,3.14,20,40,7,7,6,1,42,8,0,22,2,1,5
Premium Oak Brackett,1125,Braggot,28,White Winter Winery Inc,10,3.9,20,40,8,30,32,10,95,24,3,32,21,18,57
Hopped Toddy,1126,Braggot,28,Trinity Brewing Company,13.8,3.98,20,40,0,10,17,6,21,14,0,12,15,14,25
Kotbusser,1127,Braggot,28,Rapp Brewing Company,6.1,3.75,20,40,0,0,0,0,0,0,0,0,0,0,0
Belgian Style Texas Honey Ale,1128,Braggot,28,Guadalupe Brewing Co,7.75,3.86,20,40,0,0,2,0,7,4,0,2,0,2,4
Hummingbird,1129,Braggot,28,Mountain Sun Pub & Brewery,8,04.05,20,40,4,8,7,4,21,2,0,4,6,6,16
Hoppin' Honey,1130,Braggot,28,Rooftop Brewing Company,11.2,3.91,20,40,8,13,4,11,60,16,0,13,23,12,38
Niagara Peach Mead,1131,Braggot,28,All or Nothing Brewhouse,8.5,3.45,20,40,0,1,1,0,8,1,0,9,0,0,2
Braggot,1132,Braggot,28,Crabtree Brewing Company,7.85,3.79,20,40,2,29,9,29,56,3,0,7,16,5,56
Big Ass Barrel Braggot,1133,Braggot,28,Rogue Ales,9,3.93,20,40,0,0,0,0,0,0,0,0,0,0,0
Melisseus,1134,Braggot,28,Wicked Weed Brewing,6.2,3.57,20,40,0,0,2,0,1,0,0,0,1,0,1
Bob's Memorial Braggot,1135,Braggot,28,The New Old Lompoc,7,3.57,20,40,10,14,10,2,30,15,0,12,16,9,14
Ghost Bees - Apple Brandy Barrel-Aged,1136,Braggot,28,Black Acre Brewing Co,15.6,4.36,20,40,0,0,0,0,0,0,0,0,0,0,0
Fenrir,1137,Braggot,28,Viking Braggot Company,6.6,3.9,20,40,0,0,0,0,0,0,0,0,0,0,0
Reverence,1138,Braggot,28,Viking Braggot Company,6.3,4.21,20,40,0,2,0,3,7,1,0,1,3,1,6
Barrel Aged Series: Braggot,1139,Braggot,28,Parallel 49 Brewing Company,10.2,3.94,20,40,0,0,3,1,10,1,0,6,2,0,5
Goemon's Gold,1140,Braggot,28,Outlaw Brewing,6.6,3.48,20,40,3,3,2,0,5,5,1,4,4,7,6
Killer Bee (Double Honey Ale),1141,Braggot,28,Scantic River Brewery,8.5,3.73,20,40,0,0,0,0,0,0,0,0,0,0,0
White Winter Brackett,1142,Braggot,28,White Winter Winery Inc,5,3.41,20,40,3,5,2,2,25,6,0,3,3,11,16
Biere De Miel,1144,Braggot,28,Tributary Brewing Co,8.5,4.1,20,40,3,1,2,0,13,5,0,3,2,7,5
Saku MÃµdu,1145,Braggot,28,Saku Brewery LTD,4,3.55,20,40,0,0,3,0,7,3,0,3,0,0,4
Honey Braggot,1146,Braggot,28,Atlantic Brewing Company / Mainely Meat BBQ,10.5,4.14,20,40,0,0,0,0,0,0,0,0,0,0,0
Devil's Footprint,1147,Braggot,28,Bog Iron Brewing,10.5,4.64,20,40,1,2,4,0,16,6,0,6,2,5,6
Battle Axe,1148,Braggot,28,Viking Braggot Company,7.7,3.93,20,40,0,0,0,0,0,0,0,0,0,0,0
Spring Braggot,1149,Braggot,28,Craftsman Brewing Co,7.5,3.76,20,40,2,3,0,1,13,1,0,3,6,6,7
Berry Braggot,1150,Braggot,28,Minneapolis Town Hall Brewery,5.5,3.83,20,40,0,1,0,0,19,5,0,8,1,2,7
Sanctification,5101,Brett Beer,117,Russian River Brewing Company,4.8,4.34,0,0,29,33,5,10,36,133,6,80,16,9,20
Wild Devil,5102,Brett Beer,117,Victory Brewing Company - Downingtown,6.7,3.86,0,0,31,42,15,83,43,133,0,66,104,14,27
Midnight Brett,5103,Brett Beer,117,Allagash Brewing Company,7.3,3.93,0,0,40,63,13,27,98,151,0,86,33,7,61
Serenity,5104,Brett Beer,117,Wicked Weed Brewing,5.4,04.08,0,0,21,36,14,8,38,112,0,69,20,1,22
Nightmare On Brett,5105,Brett Beer,117,Crooked Stave Artisan Beer Project,9.66,4.39,0,0,37,48,55,17,65,163,0,83,4,7,55
The Tide And Its Takers,5106,Brett Beer,117,Anchorage Brewing Company,9,4.18,0,0,11,35,25,20,63,107,1,84,28,16,24
Wheat Is The New Hops,5108,Brett Beer,117,Mikkeller ApS,6,3.97,0,0,18,24,4,57,34,86,0,73,75,6,37
Femme Fatale Brett,5109,Brett Beer,117,Evil Twin Brewing,6,3.95,0,0,40,46,7,79,39,143,1,122,111,9,19
Golden Brett,5110,Brett Beer,117,Allagash Brewing Company,7.2,4.14,0,0,53,44,21,28,87,178,1,135,46,18,40
Little Brett,5111,Brett Beer,117,Allagash Brewing Company,4.8,3.93,0,0,26,24,8,46,69,113,3,89,72,10,19
Defenestration,5112,Brett Beer,117,Russian River Brewing Company,6.5,3.91,0,0,34,33,12,44,38,44,2,51,76,32,23
Femme Fatale Yuzu Pale,5113,Brett Beer,117,Evil Twin Brewing,6,4.11,0,0,35,41,10,55,73,220,3,207,74,17,36
St. Bretta (Spring),5114,Brett Beer,117,Crooked Stave Artisan Beer Project,5.5,4.14,0,0,53,36,8,16,35,229,3,126,22,12,45
Escoffier Bretta Ale,5115,Brett Beer,117,Brewery Vivant,9.25,3.91,0,0,30,38,24,10,104,154,0,106,26,12,33
Femme Fatale Blanc,5116,Brett Beer,117,Evil Twin Brewing,6,04.05,0,0,28,40,10,55,77,112,1,123,79,16,28
Femme Fatale Noir,5117,Brett Beer,117,Evil Twin Brewing,6,3.91,0,0,39,69,15,127,49,95,0,66,133,14,76
Femme Fatale Sudachi,5118,Brett Beer,117,Evil Twin Brewing,6,3.88,0,0,38,35,13,61,61,193,5,165,83,10,32
Nightmare On Brett Raspberry,5119,Brett Beer,117,Crooked Stave Artisan Beer Project,9.66,4.44,0,0,45,47,40,5,120,121,0,103,3,8,34
Femme Fatale Kabosu,5120,Brett Beer,117,Evil Twin Brewing,6,3.77,0,0,25,27,12,50,47,168,3,130,65,13,18
Apricot De Brettaville,5121,Brett Beer,117,Almanac Beer Co,6.5,4.11,0,0,36,29,4,15,122,144,0,153,15,10,7
Nightmare On Brett - Cherry,5122,Brett Beer,117,Crooked Stave Artisan Beer Project,9.66,4.34,0,0,19,35,15,12,27,57,0,45,6,6,34
Waymaker Brett IPA,5123,Brett Beer,117,Kent Falls Brewing Company,5.6,3.91,0,0,25,29,11,56,46,117,1,81,71,9,24
St. Bretta Citrus Saison,5124,Brett Beer,117,Crooked Stave Artisan Beer Project,5.8,3.92,0,0,53,42,6,34,57,203,9,161,66,38,48
Brett IPA,5125,Brett Beer,117,Allagash Brewing Company,7.1,4.12,0,0,28,43,11,63,70,153,1,152,72,7,23
Smuttlabs Daily Brett,5126,Brett Beer,117,Smuttynose Brewing Company,5.9,3.75,0,0,26,37,13,8,76,110,5,83,34,24,57
Brett Peat Daydream,5127,Brett Beer,117,Birrificio Del Ducato,7,3.86,0,0,26,25,31,5,32,117,1,31,11,32,28
Reginald Brett,5128,Brett Beer,117,Firestone Walker Brewing Co,9.7,04.05,0,0,7,10,15,2,12,31,0,15,1,6,12
Keraterra,5129,Brett Beer,117,Proclamation Ale Company,6.4,4.16,0,0,19,8,8,22,20,40,0,34,21,0,5
Bruxellensis,5130,Brett Beer,117,Brasserie de la Senne,6.5,3.97,0,0,20,16,11,13,47,87,3,70,25,26,16
Grace,5131,Brett Beer,117,2nd Shift Brewing,7.4,4.1,0,0,28,15,3,2,25,78,2,37,8,2,10
Smuttlabs Brett & I,5132,Brett Beer,117,Smuttynose Brewing Company,6,04.03,0,0,32,20,11,3,39,87,0,61,7,8,19
Bianca Raspberry Wild Wild Brett,5133,Brett Beer,117,Crooked Stave Artisan Beer Project,6,4.37,0,0,19,17,5,1,49,64,0,49,5,4,1
Brett Frambois,5134,Brett Beer,117,Lake Effect Brewing Co,5.5,3.7,0,0,14,10,2,2,24,27,0,21,10,0,2
Blackboard Series #2 - Dry-Hopped Brett Pils,5135,Brett Beer,117,Victory Brewing Company - Downingtown,5.5,3.78,0,0,12,4,2,13,5,11,0,4,21,0,8
The Brett Conspiracy,5136,Brett Beer,117,Cambridge Brewing Company,6,3.89,0,0,5,2,2,2,10,16,0,13,5,0,2
Funkmaster,5137,Brett Beer,117,Revelry Brewing Co,7,04.03,0,0,1,5,0,7,5,6,0,8,8,0,0
Wayward (100% Brett),5138,Brett Beer,117,Transient Artisan Ales,6,4.1,0,0,16,14,1,39,13,32,0,40,33,1,8
Embrace The Funk - Trio,5139,Brett Beer,117,Yazoo Brewing Company,6.2,4.16,0,0,6,2,9,0,20,27,0,18,3,1,5
Sun Drift,5140,Brett Beer,117,Allagash Brewing Company,6.7,3.9,0,0,6,8,8,7,7,35,0,31,21,0,9
Nightmare On Brett - Leopold Brothers Maryland Rye Whiskey,5141,Brett Beer,117,Crooked Stave Artisan Beer Project,9.67,4.34,0,0,4,10,13,3,22,25,0,29,0,9,17
Fieldworks Brett IPA,5142,Brett Beer,117,Karbach Brewing Co,6.1,3.83,0,0,2,2,0,3,2,10,0,9,6,0,1
American Funk IPA,5143,Brett Beer,117,Captain Lawrence Brewing Co,7.5,3.93,0,0,17,9,6,37,13,60,0,24,37,5,1
Brett IPA,5144,Brett Beer,117,Marble Brewery,6.8,4.21,0,0,11,10,0,19,24,44,1,41,22,7,10
Axilla,5145,Brett Beer,117,Barrier Brewing Company,6.5,3.87,0,0,11,4,1,5,10,21,2,10,5,1,4
Brett Cerise,5146,Brett Beer,117,Lake Effect Brewing Co,5.5,3.72,0,0,2,3,0,0,3,8,0,11,1,0,0
Session Brett Ale,5147,Brett Beer,117,Lake Effect Brewing Co,5.5,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0
Small Ball Saison,5148,Brett Beer,117,Crane Brewing Company,5.2,04.01,0,0,10,6,1,5,4,27,0,7,9,2,12
St. Bretta Citrus Wildbier,5149,Brett Beer,117,Crooked Stave Artisan Beer Project,5.8,04.09,0,0,7,12,2,3,10,54,0,35,9,4,9
Brettarillo,5150,Brett Beer,117,Other Half Brewing Company,6.2,04.06,0,0,3,3,0,5,2,4,0,7,5,1,2
Indian Brown Ale,301,Brown Ale - American,9,Dogfish Head Craft Brewery,7.2,4.12,25,45,10,42,18,82,53,13,0,15,71,6,93
Palo Santo Marron,302,Brown Ale - American,9,Dogfish Head Craft Brewery,12,4.22,25,45,13,52,29,34,65,9,1,24,14,27,88
Hazelnut Brown Nectar,303,Brown Ale - American,9,Rogue Ales,5.6,04.09,25,45,6,66,9,32,77,8,0,21,27,14,157
Tumbler Autumn Brown Ale,304,Brown Ale - American,9,Sierra Nevada Brewing Co,5.5,3.86,25,45,17,76,6,61,67,5,0,9,40,27,146
Best Brown Ale,305,Brown Ale - American,9,Bell's Brewery - Eccentric CafÃ© & General Store,5.8,3.85,25,45,5,55,4,54,78,11,0,16,44,5,133
Old Brown Dog,307,Brown Ale - American,9,Smuttynose Brewing Company,6.7,3.94,25,45,14,37,9,51,50,5,0,5,58,3,91
Coffee Bender,308,Brown Ale - American,9,Surly Brewing Company,5.5,4.18,25,45,28,87,9,139,66,16,0,10,64,15,207
Wilco Tango Foxtrot,309,Brown Ale - American,9,Lagunitas Brewing Company,7.85,3.94,25,45,8,72,15,92,70,33,0,30,95,3,124
Brown Ale,310,Brown Ale - American,9,Brooklyn Brewery,5.6,3.65,25,45,15,70,4,43,60,6,0,2,33,1,109
Ellie's Brown Ale,311,Brown Ale - American,9,Avery Brewing Company,5.5,3.9,25,45,10,48,8,40,48,3,0,5,31,9,98
Bender,312,Brown Ale - American,9,Surly Brewing Company,5.5,04.09,25,45,10,75,12,62,71,6,0,8,47,11,155
Sumatra Mountain Brown,313,Brown Ale - American,9,Founders Brewing Company,9,4.3,25,45,8,103,27,106,105,9,3,12,33,13,218
Koko Brown,314,Brown Ale - American,9,Kona Brewing Co,5.5,3.64,25,45,8,43,7,25,43,4,0,61,23,3,80
Frangelic Mountain Brown,315,Brown Ale - American,9,Founders Brewing Company,9,04.07,25,45,9,75,12,74,67,2,0,2,14,5,193
Pecan Ale,316,Brown Ale - American,9,Abita Brewing Co,5.2,3.38,25,45,11,37,6,19,44,6,0,7,24,4,146
Cabin Fever,317,Brown Ale - American,9,New Holland Brewing Company,6.5,3.7,25,45,9,70,10,46,54,5,0,11,41,7,124
Maple Nut Brown Ale,318,Brown Ale - American,9,Tommyknocker Brewery,4.5,3.44,25,45,7,53,5,12,99,1,0,1,11,3,130
Durty Mud Season,319,Brown Ale - American,9,Smuttynose Brewing Company,8.4,3.97,25,45,14,62,20,122,73,19,1,27,123,6,100
